번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,geometry
633,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.096486,128.984931,2023-02-16,[35.096486 128.984931]
634,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.096486,128.984931,2023-02-16,[35.096486 128.984931]
635,부산광역시 사하구청,부산광역시 사하구 승학로 163,부산광역시 사하구 괴정동 1080-7,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.101384,128.983666,2023-02-16,[35.101384 128.983666]
636,부산광역시 사하구청,부산광역시 사하구 괴정로 203,부산광역시 사하구 괴정동 568-10,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.097597,128.98406,2023-02-16,[35.097597 128.98406]
637,부산광역시 사하구청,부산광역시 사하구 장평로443번길 111,부산광역시 사하구 괴정동 656-7,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.099114,128.979786,2023-02-16,[35.099114 128.979786]
638,부산광역시 사하구청,부산광역시 사하구 을숙도대로 747-1,부산광역시 사하구 구평동 101-9,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.0861103,128.9869389,2023-02-16,[35.0861103 128.9869389]
639,부산광역시 사하구청,부산광역시 사하구 승학로20번길 22,부산광역시 사하구 당리동 306-16,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.106323,128.971553,2023-02-16,[35.106323 128.971553]
640,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.102332,128.975362,2023-02-16,[35.102332 128.975362]
641,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.102332,128.975362,2023-02-16,[35.102332 128.975362]
642,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.102332,128.975362,2023-02-16,[35.102332 128.975362]
643,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.102332,128.975362,2023-02-16,[35.102332 128.975362]
644,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.102332,128.975362,2023-02-16,[35.102332 128.975362]
645,부산광역시 사하구청,부산광역시 사하구 낙동대로372번길 10,부산광역시 사하구 당리동 342-3,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.102815,128.977778,2023-02-16,[35.102815 128.977778]
646,부산광역시 사하구청,부산광역시 사하구 승학로71번안길 33,부산광역시 사하구 당리동 101-26,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.106288,128.976244,2023-02-16,[35.106288 128.976244]
647,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.103778,128.97112,2023-02-16,[35.103778 128.97112]
648,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.103778,128.97112,2023-02-16,[35.103778 128.97112]
649,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.103778,128.97112,2023-02-16,[35.103778 128.97112]
650,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.103778,128.97112,2023-02-16,[35.103778 128.97112]
651,부산광역시 사하구청,부산광역시 사하구 승학로71번길 70,부산광역시 사하구 당리동 60-4,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.107141,128.978004,2023-02-16,[35.107141 128.978004]
652,부산광역시 사하구청,부산광역시 사하구 다대로135번길_68,부산광역시 사하구 신평동 26-3,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.092524,128.980796,2023-02-16,[35.092524 128.980796]
653,부산광역시 사하구청,부산광역시 사하구 신산북로57번길_25,부산광역시 사하구 신평동 461,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.092274,128.971034,2023-02-16,[35.092274 128.971034]
654,부산광역시 사하구청,부산광역시 사하구 다대로144번길_133,부산광역시 사하구 신평동 161-215,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.092197,128.97472,2023-02-16,[35.092197 128.97472]
655,부산광역시 사하구청,부산광역시 사하구 하신번영로_179,부산광역시 사하구 신평동 665,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.098526,128.960334,2023-02-16,[35.098526 128.960334]
656,부산광역시 사하구청,부산광역시 사하구 장림시장8길_14,부산광역시 사하구 장림동 808-1,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.080622,128.965285,2023-02-16,[35.080622 128.965285]
